"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090130","BP","GO:0090130","tissue migration","27/1031","300/21306",0.00150882820648843,0.0270500232070452,0.0217769019493176,"Fgf2/Plekhg5/Mef2c/Rhoj/Ptprr/Itga3/Kank2/Enpp2/Hmox1/Gadd45a/Arsb/Apoh/Jcad/Marveld3/Dnaja4/Dcn/Cd63/Ptgs2/Loxl2/Adamts9/Nr4a1/Anxa1/Ccbe1/Bmp4/Apoe/Epha2/Glipr2",27
"GO:1904064","BP","GO:1904064","positive regulation of cation transmembrane transport","18/1031","170/21306",0.00152996700125956,0.0273153633783057,0.0219905168082967,"Adrb1/Drd4/Gstm7/Kcnip2/Dbi/Drd1/Arc/Cxcl10/Stac/Nos1/Rapgef3/Atp1b3/Thy1/Ccl2/Kcnj2/Bmp4/F2rl3/Ctss",18
"GO:0007204","BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","29/1031","331/21306",0.00155600352294975,0.0273153633783057,0.0219905168082967,"Fgf2/Pde4d/Cacna1g/Adrb1/Gstm7/Adra1a/Nol3/Plcd1/Synpo/Dbi/Drd1/Jak3/Nmur2/Ccr9/Fzd2/Cxcl10/Adm/Gnb1/Mettl21c/Thy1/Ackr4/Gja1/Lpar6/Bmp4/Ackr3/Jsrp1/F2rl3/Gpr157/Tgm2",29
"GO:0032964","BP","GO:0032964","collagen biosynthetic process","9/1031","57/21306",0.00155727191586578,0.0273153633783057,0.0219905168082967,"Mkx/Serpinh1/Cyp2j6/Vim/Rapgef3/Ccn2/Larp6/Ccl2/Bmp4",9
"GO:0003171","BP","GO:0003171","atrioventricular valve development","6/1031","27/21306",0.00156027952592201,0.0273153633783057,0.0219905168082967,"Slit3/Dchs1/Sox4/Hey1/Ccn1/Bmp2",6
"GO:0048843","BP","GO:0048843","negative regulation of axon extension involved in axon guidance","6/1031","27/21306",0.00156027952592201,0.0273153633783057,0.0219905168082967,"Sema4g/Sema5b/Slit1/Sema6c/Sema3d/Sema6a",6
"GO:0060716","BP","GO:0060716","labyrinthine layer blood vessel development","6/1031","27/21306",0.00156027952592201,0.0273153633783057,0.0219905168082967,"Vash2/Plcd1/Plcd3/Hey1/Ccn1/Fzd5",6
"GO:1905809","BP","GO:1905809","negative regulation of synapse organization","6/1031","27/21306",0.00156027952592201,0.0273153633783057,0.0219905168082967,"Mdga1/Nlgn1/Ngef/Neurod2/Fzd9/Apoe",6
"GO:0045445","BP","GO:0045445","myoblast differentiation","12/1031","92/21306",0.00157880429540459,0.0275472307997517,0.0221771840826063,"Mkx/Mef2c/Asb2/Nol3/Zfhx3/Cxcl10/Dll1/Map3k5/Klhl41/Sox8/Bmp4/Zfp36l1",12
"GO:0006949","BP","GO:0006949","syncytium formation","10/1031","69/21306",0.00170730922579559,0.0294220246657678,0.0236865063439189,"Cacna1s/Sh3pxd2a/Stat1/Vash2/Cd44/Cxcl10/Ehd2/Rapgef3/Ntn3/Il4ra",10
"GO:0034764","BP","GO:0034764","positive regulation of transmembrane transport","23/1031","243/21306",0.00170826381427889,0.0294220246657678,0.0236865063439189,"Car2/Adrb1/Drd4/Gstm7/Mif/Kcnip2/Dbi/Drd1/Arc/Cxcl10/Erbb3/Stac/Nos1/Rapgef3/Atp1b3/Thy1/Ccl2/Kcnj2/Bmp4/Acsl5/Slc9a3r1/F2rl3/Ctss",23
"GO:0003197","BP","GO:0003197","endocardial cushion development","8/1031","47/21306",0.00171191093675596,0.0294220246657678,0.0236865063439189,"Bmp7/Dchs1/Rbm24/Erbb3/Hey1/Bmp2/Epha3/Bmp4",8
"GO:0045581","BP","GO:0045581","negative regulation of T cell differentiation","8/1031","47/21306",0.00171191093675596,0.0294220246657678,0.0236865063439189,"Irf1/Dtx1/Jak3/Cd44/Cd74/Anxa1/Bmp4/Il4ra",8
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","31/1031","364/21306",0.00171445188775032,0.0294220246657678,0.0236865063439189,"Fgf2/Ldlr/Scd1/Stard4/Sik1/Sec14l2/Dhh/Insig1/Pdk1/H6pd/Pik3r5/Dbi/Zbtb20/Epha8/Apobec1/Igfbp7/Zfp69/Apoh/Ccn1/Ephx2/Bmp2/Malrd1/Ptgs2/Thrsp/Cd74/Asxl3/Tspo/Avil/Anxa1/Acsl5/Apoe",31
"GO:0048148","BP","GO:0048148","behavioral response to cocaine","5/1031","19/21306",0.00173048397107007,0.0295733819833063,0.0238083581234208,"Drd4/Kalrn/Drd1/Ppp1r1b/Nos1",5
"GO:0007215","BP","GO:0007215","glutamate receptor signaling pathway","12/1031","93/21306",0.00173460894899209,0.0295733819833063,0.0238083581234208,"Mef2c/Dagla/Unc13a/Nlgn2/Grid2ip/Kalrn/Grm7/Nlgn1/Rph3a/Arc/Shisa6/Ccl2",12
"GO:0061572","BP","GO:0061572","actin filament bundle organization","18/1031","172/21306",0.00174523009323575,0.0295918672293433,0.0238232398626111,"Triobp/Pls1/Dbn1/Nf2/Kank2/Gas7/Synpo/Pls3/Rflna/Sh3pxd2b/Ezr/Rapgef3/F11r/Cgnl1/Espn/Ccn2/Arhgef10/Pdlim4",18
"GO:0010038","BP","GO:0010038","response to metal ion","25/1031","273/21306",0.00174703758992481,0.0295918672293433,0.0238232398626111,"Cacna1g/Mtf1/Mef2c/Plcd1/Pgam2/Nlgn1/Bnip3/Slc30a10/B2m/Apobec1/Atp7b/Hmox1/Cdh1/Neurod2/Trf/Cp/Mt1/Loxl2/D2hgdh/Cpne4/Hfe/Anxa11/Slc40a1/Hpca/Anxa5",25
"GO:0014812","BP","GO:0014812","muscle cell migration","13/1031","106/21306",0.00181556364424033,0.0306530599741158,0.0246775640964705,"Dock4/Mef2c/Drd4/Ace/Ndrg4/Igfbp5/Mif/Kalrn/F3/Rapgef3/Adamts1/Anxa1/Megf10",13
"GO:0032412","BP","GO:0032412","regulation of ion transmembrane transporter activity","24/1031","259/21306",0.0018258202074079,0.0306626658691211,0.0246852974219491,"Pde4d/Adrb1/Cbarp/Mef2c/Drd4/Gstm7/Nlgn2/Ahnak/Nlgn1/Rph3a/Arc/Fgf11/Stac/Rapgef3/Atp1b3/Ptpn3/Shisa6/Ccl2/Bmp4/Atp1a2/Slc9a3r1/Jsrp1/Ctss/Hpca",24
"GO:0099175","BP","GO:0099175","regulation of postsynapse organization","15/1031","132/21306",0.00182788749957766,0.0306626658691211,0.0246852974219491,"Lrrc4b/Dbn1/Gap43/Kalrn/Nlgn1/Ngef/Arc/Abhd17c/Slc7a11/Xlr3b/Dgkb/Lrrtm1/Shisa6/Fzd9/Apoe",15
"GO:0006836","BP","GO:0006836","neurotransmitter transport","23/1031","245/21306",0.00190033009984689,0.0314868711529929,0.0253488324405923,"Pnkd/Mef2c/Drd4/Nat8l/Unc13a/Cacna1b/Syngr3/Adra1a/Slc6a17/Slc29a4/Grm7/Syn3/Nlgn1/Rph3a/Vamp1/Drd1/Rims4/Gpm6b/Asic1/Nos1/Adcy1/Atp1a2/Htr6",23
"GO:1900273","BP","GO:1900273","positive regulation of long-term synaptic potentiation","6/1031","28/21306",0.00190550339355948,0.0314868711529929,0.0253488324405923,"Adrb1/Kalrn/Drd1/Mme/Nos1/Adcy1",6
"GO:1902668","BP","GO:1902668","negative regulation of axon guidance","6/1031","28/21306",0.00190550339355948,0.0314868711529929,0.0253488324405923,"Sema4g/Sema5b/Slit1/Sema6c/Sema3d/Sema6a",6
"GO:0002711","BP","GO:0002711","positive regulation of T cell mediated immunity","10/1031","70/21306",0.0019071978693398,0.0314868711529929,0.0253488324405923,"H2-Q6/Nectin2/Arid5a/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Fzd5/H2-M5",10
"GO:0043407","BP","GO:0043407","negative regulation of MAP kinase activity","10/1031","70/21306",0.0019071978693398,0.0314868711529929,0.0253488324405923,"Spry4/Bmp7/Dusp3/Spred2/Dusp4/Spred3/Dusp6/Sfrp1/Bmp4/Apoe",10
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","26/1031","290/21306",0.00192693366194622,0.0317123435784651,0.0255303513570162,"Dusp3/Irf1/Nf2/Spock1/Spint2/Dtx1/Cebpb/Jam2/Ptprz1/Jak3/Serpine2/Enpp2/Plxnb2/Cd44/Dact2/Cdh1/Erbb3/Dscam/Mmp14/Bmp2/Cd74/Hfe/Anxa1/Bmp4/Il4ra/Sema6a",26
"GO:0030500","BP","GO:0030500","regulation of bone mineralization","11/1031","82/21306",0.00194204877151,0.0317874035800673,0.0255907791903935,"Bmp7/Mef2c/Pkdcc/Rflna/Gpm6b/Ddr2/Ccn1/Bmp2/Gja1/Bmp4/Fzd9",11
"GO:0001916","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity","8/1031","48/21306",0.00196863788049039,0.0317874035800673,0.0255907791903935,"H2-Q6/Nectin2/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/H2-M5",8
"GO:0032965","BP","GO:0032965","regulation of collagen biosynthetic process","8/1031","48/21306",0.00196863788049039,0.0317874035800673,0.0255907791903935,"Mkx/Cyp2j6/Vim/Rapgef3/Ccn2/Larp6/Ccl2/Bmp4",8
"GO:1903115","BP","GO:1903115","regulation of actin filament-based movement","8/1031","48/21306",0.00196863788049039,0.0317874035800673,0.0255907791903935,"Pde4d/Adrb1/Dbn1/Acta2/Pdpn/Nos1/Kcnj2/Atp1a2",8
"GO:0006534","BP","GO:0006534","cysteine metabolic process","4/1031","12/21306",0.00197414582325893,0.0317874035800673,0.0255907791903935,"Slc7a11/Cth/Tst/Mpst",4
"GO:0045625","BP","GO:0045625","regulation of T-helper 1 cell differentiation","4/1031","12/21306",0.00197414582325893,0.0317874035800673,0.0255907791903935,"Irf1/Jak3/Anxa1/Il4ra",4
"GO:0097113","BP","GO:0097113","AMPA glutamate receptor clustering","4/1031","12/21306",0.00197414582325893,0.0317874035800673,0.0255907791903935,"Nlgn1/Slc7a11/Shisa6/Apoe",4
"GO:0030282","BP","GO:0030282","bone mineralization","14/1031","120/21306",0.00199511854471432,0.0320262567623834,0.0257830704240004,"Bmp7/Mef2c/Pkdcc/Rflna/Gpm6b/Ddr2/Col1a2/Klf10/Ccn1/Bmp2/Ptgs2/Gja1/Bmp4/Fzd9",14
"GO:0007187","BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","23/1031","246/21306",0.00200307013973514,0.032055266622694,0.0258064251131522,"Adcy6/Adrb1/Drd4/Adra1a/Adra2b/Grm7/Drd1/Gnat1/S1pr3/Gpr3/Akap12/Fzd2/Cxcl10/Lgr5/Adm/Gnat3/Nos1/Adcy1/Glp2r/Anxa1/Vipr1/Slc9a3r1/Htr6",23
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","16/1031","147/21306",0.00205429812422504,0.0326460965429982,0.026282078873029,"Fgf2/Bmp7/Mef2c/Noct/Igfbp5/Cebpb/Ddr2/Hey1/Cebpd/Ccn1/Bmp2/Wnt7b/Sfrp1/Bmp4/Runx2/Sox2",16
"GO:0048265","BP","GO:0048265","response to pain","7/1031","38/21306",0.00205876284505394,0.0326460965429982,0.026282078873029,"Cacna1b/Kalrn/Cacna1e/Nmur2/Ntrk1/Tspo/Dbh",7
"GO:0060674","BP","GO:0060674","placenta blood vessel development","7/1031","38/21306",0.00205876284505394,0.0326460965429982,0.026282078873029,"Vash2/Plcd1/Plcd3/Socs3/Hey1/Ccn1/Fzd5",7
"GO:0055001","BP","GO:0055001","muscle cell development","20/1031","204/21306",0.00219807557214159,0.0347142912504582,0.0279471004891556,"Adrb1/Mef2c/Nrap/Cacna1s/Adra1a/Myo18b/Acta1/Myh11/Tnnt1/Chrnb1/Rcan1/Tmod3/Adm/Klhl41/Flnc/Bmp4/Myoz1/Megf10/Pmp22/Wfikkn2",20
"GO:0002821","BP","GO:0002821","positive regulation of adaptive immune response","16/1031","148/21306",0.00220249768140726,0.0347142912504582,0.0279471004891556,"Irf1/H2-Q6/Nectin2/Mif/Arid5a/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Cd44/Pycard/Cd74/Fzd5/Anxa1/H2-M5",16
"GO:0031214","BP","GO:0031214","biomineral tissue development","17/1031","162/21306",0.00224391891786346,0.034981736541055,0.0281624100963065,"Bmp7/Mef2c/Pkdcc/Cebpb/Rflna/Gpm6b/Ddr2/Col1a2/Hey1/Klf10/Ccn1/Bmp2/Ptgs2/Fam20a/Gja1/Bmp4/Fzd9",17
"GO:0110148","BP","GO:0110148","biomineralization","17/1031","162/21306",0.00224391891786346,0.034981736541055,0.0281624100963065,"Bmp7/Mef2c/Pkdcc/Cebpb/Rflna/Gpm6b/Ddr2/Col1a2/Hey1/Klf10/Ccn1/Bmp2/Ptgs2/Fam20a/Gja1/Bmp4/Fzd9",17
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","9/1031","60/21306",0.00224892113406792,0.034981736541055,0.0281624100963065,"Atf3/Unc5b/Timp3/Psen2/Jak3/Trps1/Inhba/Pycard/Sfrp1",9
"GO:0035296","BP","GO:0035296","regulation of tube diameter","18/1031","176/21306",0.00225299280770452,0.034981736541055,0.0281624100963065,"Cacna1g/Adcy6/Adrb1/Dock4/Ace/Adra1a/Acta2/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2/Apoe",18
"GO:0097746","BP","GO:0097746","regulation of blood vessel diameter","18/1031","176/21306",0.00225299280770452,0.034981736541055,0.0281624100963065,"Cacna1g/Adcy6/Adrb1/Dock4/Ace/Adra1a/Acta2/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2/Apoe",18
"GO:0060444","BP","GO:0060444","branching involved in mammary gland duct morphogenesis","6/1031","29/21306",0.00230553063491376,0.0356912561493919,0.0287336162214771,"Csmd1/Ncoa3/Csf1/Etv5/Etv4/Epha2",6
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","35/1031","435/21306",0.00235542038857543,0.0362669843351549,0.0291971121732127,"Bmp7/Triobp/Sox12/Irf1/Csf1/Dbn1/Sox4/Itga3/Icam1/Zfhx3/L1cam/Jak3/Pdpn/Enpp2/Cd44/Fbln2/Cdh1/Ccn1/Tespa1/Cd63/Tnfsf9/Nid1/F11r/Shb/Mex3b/Pycard/Lif/Thy1/Cd74/Ccl2/Anxa1/Il4ra/Megf10/Tgm2/Sox2",35
"GO:0046660","BP","GO:0046660","female sex differentiation","16/1031","149/21306",0.00235950016422632,0.0362669843351549,0.0291971121732127,"Kitl/Csmd1/Ncoa3/Cebpb/Nupr1/Lhfpl2/Inhba/Zfp830/Ptx3/Tyro3/Adamts1/Sfrp1/Lhb/Dach2/Bmp4/Axl",16
"GO:0001885","BP","GO:0001885","endothelial cell development","10/1031","72/21306",0.00236357574735531,0.0362669843351549,0.0291971121732127,"Ccm2/Icam1/Cnmd/S1pr3/Tnfrsf1a/Ezr/Rapgef3/F11r/Wnt7b/Col24a1",10
"GO:0006941","BP","GO:0006941","striated muscle contraction","17/1031","163/21306",0.00239525752201532,0.0364685393909421,0.0293593761629206,"Pde4d/Cacna1g/Scn4a/Adrb1/Myh14/Cacna1s/Adra1a/Pgam2/Tnnt1/Chrnb1/Psen2/Stac/Nos1/Ccn2/Kcnj2/Atp1a2/Jsrp1",17
"GO:0035150","BP","GO:0035150","regulation of tube size","18/1031","177/21306",0.00239768238663852,0.0364685393909421,0.0293593761629206,"Cacna1g/Adcy6/Adrb1/Dock4/Ace/Adra1a/Acta2/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2/Apoe",18
"GO:0060401","BP","GO:0060401","cytosolic calcium ion transport","18/1031","177/21306",0.00239768238663852,0.0364685393909421,0.0293593761629206,"Fgf2/Pde4d/Cacna1g/Adrb1/Gstm7/Adra1a/Nol3/Dbi/Drd1/Psen2/Cxcl10/Mettl21c/Mcub/Ccn2/Thy1/Bmp4/Jsrp1/F2rl3",18
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","7/1031","39/21306",0.00240599376024482,0.0364885739744106,0.0293755052122914,"Kitl/Mef2c/Mif/Cd44/Apoh/Slc7a11/Anxa1",7
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","20/1031","206/21306",0.00246434732668992,0.0372652174009893,0.0300007500640512,"Spry4/Bmp7/Dusp3/Nf2/Spred2/Dusp4/Ptprt/Spred3/Drd1/Psen2/Dusp6/Gadd45a/Ptprb/Taf7/Shb/Pycard/Sfrp1/Thy1/Bmp4/Apoe",20
"GO:0072080","BP","GO:0072080","nephron tubule development","12/1031","97/21306",0.00248936755399705,0.0375347703156144,0.0302177564358023,"Fgf2/Mef2c/Dchs1/Cd44/Dll1/Hey1/Bmp2/Wnt7b/Lif/Pgf/Sox8/Bmp4",12
"GO:0002065","BP","GO:0002065","columnar/cuboidal epithelial cell differentiation","16/1031","150/21306",0.00252570226004735,0.0378028351171843,0.0304335647866924,"Fgf2/Triobp/Mycn/Dlx3/Rarg/Sox4/Rxra/Cebpb/Cdh1/Dll1/Hey1/Mycl/Bmp2/Rarb/Bmp4/Slc9a3r1",16
"GO:0031099","BP","GO:0031099","regeneration","16/1031","150/21306",0.00252570226004735,0.0378028351171843,0.0304335647866924,"Lifr/Ace/Bdnf/Gap43/Cebpb/Mif/Hmox1/Apoh/P2rx5/Adm/Lif/Thy1/Gja1/Anxa1/Myoz1/Fzd9",16
"GO:0060348","BP","GO:0060348","bone development","21/1031","221/21306",0.00252888431203706,0.0378028351171843,0.0304335647866924,"Alpl/Mef2c/Dchs1/Spns2/Rarg/Insig1/Anxa6/Pls3/Csgalnact1/Serpinh1/Nab1/Rflna/Sh3pxd2b/Mmp14/Bmp2/Nab2/Rarb/Gja1/Bmp4/Runx2/Dhrs3",21
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","26/1031","296/21306",0.00255580894167599,0.0380961578534961,0.0306697073001119,"Mllt11/Wfs1/Nacc2/Uaca/Nol3/Cebpb/Mif/E2f2/Bcl3/Nupr1/Aldh2/Bnip3/Pdk1/Cd44/Hmox1/Tnfrsf1a/Nbn/Map3k5/Steap3/Ptgs2/Ier3/Pycard/Cd74/Ackr3/Slc9a3r1/Epha2",26
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","25/1031","281/21306",0.00258105088389726,0.0381418357072936,0.0307064807304262,"Fgf2/Grb10/Spry4/Spred2/Tsku/Itga3/Onecut2/Spred3/Cnmd/Chrdl1/Jcad/Htra1/Dll1/Ccn1/Nbl1/Dcn/Cd63/Adamtsl2/Sfrp1/Ccbe1/Bmp4/Runx2/Sema6a/Fstl1/Wfikkn2",25
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","28/1031","327/21306",0.00258537227967451,0.0381418357072936,0.0307064807304262,"Kitl/Mef2c/Csf1/Stat1/Stat3/Spns2/Cfh/Mif/B2m/Jak3/Cd44/Hmox1/L3mbtl3/Inhba/Exoc6/Ildr2/Tmod3/Zfp36/Slc7a11/Gpr183/Cd74/Sox6/Ccl2/Anxa1/Bmp4/Zfp36l1/Slc40a1/Axl",28
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","11/1031","85/21306",0.00259542872840507,0.0381418357072936,0.0307064807304262,"Ddx58/Mif/Arid5a/B2m/Jak3/Hmox1/Tril/Tlr3/Cd74/Hfe/Fzd5",11
"GO:0048708","BP","GO:0048708","astrocyte differentiation","11/1031","85/21306",0.00259542872840507,0.0381418357072936,0.0307064807304262,"Ldlr/Mycn/Stat3/Drd1/Serpine2/Dll1/Vim/Bmp2/Lif/Sox6/Sox8",11
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","11/1031","85/21306",0.00259542872840507,0.0381418357072936,0.0307064807304262,"Fgf2/Mef2c/Dchs1/Col4a1/Cd44/Hey1/Lgr5/Bmp2/Pgf/Sox8/Bmp4",11
"GO:0007422","BP","GO:0007422","peripheral nervous system development","10/1031","73/21306",0.00262252515391179,0.0384317801347129,0.0309399035012065,"Bdnf/Onecut2/Ndrg1/Nab1/Erbb3/Egr2/Nab2/Sox8/Arhgef10/Pmp22",10
"GO:0001558","BP","GO:0001558","regulation of cell growth","35/1031","438/21306",0.00263512250411152,0.0385082187785708,0.0310014412248414,"Slit3/Adrb1/Ncoa3/Dbn1/Unc13a/Bdnf/Nf2/Igfbp5/Socs2/Sema4g/Gng4/Cryab/L1cam/Sema5b/Serpine2/Igfbp4/Slit1/Cd44/Sertad1/Osgin1/Pttg1/Inhba/Sema6c/Igfbp7/Dscam/Sema3d/Fstl4/Frzb/Cth/Mmp14/Sfrp1/Dcx/Gja1/Sema6a/Apoe",35
"GO:0060670","BP","GO:0060670","branching involved in labyrinthine layer morphogenesis","4/1031","13/21306",0.0027430440046992,0.0396974765488834,0.0319588655367664,"Spint2/Socs3/Adm/Fzd5",4
"GO:0097688","BP","GO:0097688","glutamate receptor clustering","4/1031","13/21306",0.0027430440046992,0.0396974765488834,0.0319588655367664,"Nlgn1/Slc7a11/Shisa6/Apoe",4
"GO:0019218","BP","GO:0019218","regulation of steroid metabolic process","13/1031","111/21306",0.00274694058542207,0.0396974765488834,0.0319588655367664,"Ldlr/Scd1/Stard4/Sec14l2/Dhh/Insig1/H6pd/Igfbp7/Ephx2/Bmp2/Malrd1/Tspo/Apoe",13
"GO:0032963","BP","GO:0032963","collagen metabolic process","13/1031","111/21306",0.00274694058542207,0.0396974765488834,0.0319588655367664,"Mkx/Serpinh1/Col1a2/Cyp2j6/Vim/Rapgef3/Mmp14/Ccn2/Larp6/Ccl2/Bmp4/Ctss/Mfap4",13
"GO:0002486","BP","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","6/1031","30/21306",0.00276561115822002,0.0397470892904514,0.0319988067893226,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/H2-M5",6
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response","6/1031","30/21306",0.00276561115822002,0.0397470892904514,0.0319988067893226,"Irf1/Arid5a/Il33/Jak3/Anxa1/Il4ra",6
"GO:0010039","BP","GO:0010039","response to iron ion","5/1031","21/21306",0.00279426408155775,0.0399276433012839,0.0321441636698088,"B2m/Hmox1/Trf/Hfe/Slc40a1",5
"GO:0003009","BP","GO:0003009","skeletal muscle contraction","7/1031","40/21306",0.00279659866844967,0.0399276433012839,0.0321441636698088,"Scn4a/Myh14/Tnnt1/Chrnb1/Stac/Kcnj2/Jsrp1",7
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","21/1031","223/21306",0.00281644100725944,0.0399276433012839,0.0321441636698088,"Car2/Kitl/Mef2c/Csf1/Stat1/Stat3/Rarg/Rbp1/Cebpb/Mturn/B2m/Inhba/Dll1/Klf10/Mitf/Zfp36/Sfrp1/Lif/Gpr171/Cd74/Zfp36l1",21
"GO:0051259","BP","GO:0051259","protein complex oligomerization","21/1031","223/21306",0.00281644100725944,0.0399276433012839,0.0321441636698088,"Pfkl/Kcna2/Nacc2/Mat2a/Nol3/Mif/Rnf112/Arc/B2m/Col1a2/Steap4/Cth/Bend3/Kcna3/Pfkp/Rs1/Pycard/Kcnd2/Cd74/Polq/Kcnj2",21
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","21/1031","223/21306",0.00281644100725944,0.0399276433012839,0.0321441636698088,"Car2/Kitl/Sox12/Irf1/Csf1/Stat1/Stat3/Sox4/Mturn/Inhba/Klf10/Tespa1/Tnfsf9/Mmp14/Shb/Lif/Cd74/Anxa1/Il4ra/Zfp36l1/Axl",21
"GO:0097581","BP","GO:0097581","lamellipodium organization","11/1031","86/21306",0.00284894974850998,0.0402790537614541,0.0324270703082437,"Mtss2/Parvb/Pdpn/Ablim2/Enpp2/Cd44/Spata13/Avil/Ajuba/Epha2/Pmp22",11
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","35/1031","441/21306",0.00294291047552416,0.0414950377048906,0.0334060108032472,"Fgf2/Spry4/Bmp7/Dusp3/Kitl/Shc2/Drd4/Pde6g/Tgfa/Spred2/Mif/Dusp4/Adra2b/Spred3/Pik3r5/Dusp6/Gadd45a/Pim1/Gab1/Map3k5/Trf/Bmp2/Wnt7b/Pycard/Sfrp1/Tead1/Thy1/Cd74/Eif2ak2/Fzd5/Ccnd2/Bmp4/Ajuba/Apoe/Pmp22",35
"GO:1905475","BP","GO:1905475","regulation of protein localization to membrane","19/1031","195/21306",0.00299626843570542,0.0421335105904991,0.0339200200268538,"Pls1/Dbn1/Pkdcc/Nlgn2/Itga3/Kalrn/Stac/Dpp10/Ezr/Slc7a11/Mmp14/Epha3/Gpc2/Shisa6/Ccl2/Grasp/Fzd9/Epha2/Hpca",19
"GO:0060070","BP","GO:0060070","canonical Wnt signaling pathway","25/1031","285/21306",0.00311152392023967,0.0436366136878773,0.0351301087768995,"Fgf2/Nphp4/Sox4/Ppp2r3a/Foxo1/Emd/Ptk7/Cdh1/Fzd2/Wnt9a/Mitf/Lgr5/Frzb/Wnt7b/Sfrp1/Ppm1n/Shisa6/Wnt16/Plekha4/Fzd5/Wls/Slc9a3r1/Fzd9/Apoe/Sox2",25
"GO:0014902","BP","GO:0014902","myotube differentiation","14/1031","126/21306",0.0031470203387765,0.0440160994836381,0.0354356177556604,"Pld3/Cacna1s/Bdnf/Sik1/Acta1/Rbm24/Cxcl10/Rcan1/Ehd2/Mmp14/Klhl41/Ntn3/Il4ra/Pmp22",14
"GO:0009991","BP","GO:0009991","response to extracellular stimulus","31/1031","379/21306",0.00317546216907126,0.0442336110267496,0.0356107276811095,"Atf3/Ldha/Ldlr/Adrb1/Slc25a25/Noct/Sik1/Stat1/Sik2/Kank2/Rbp1/Wipi1/Foxo1/Bche/Nr4a2/Nmur2/Ntrk1/Nuak1/Arsb/Pim1/Klf10/Zfp36/Map3k5/Bmf/Inhbb/Eif2ak2/Hfe/Oma1/Axl/Fstl1/Apoe",31
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","34/1031","427/21306",0.00318039285540694,0.0442336110267496,0.0356107276811095,"Bmp7/Dusp3/Sox12/Irf1/Nf2/Spint2/Dtx1/Sox4/Cebpb/Mdga1/Icam1/L1cam/Jak3/Serpine2/Pdpn/Cd44/Cdh1/Tespa1/Tnfsf9/Pcdh8/F11r/Bmp2/Shb/Mex3b/Pycard/Thy1/Cd74/Hfe/Ccl2/Anxa1/Bmp4/Il4ra/Megf10/Sox2",34
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","33/1031","411/21306",0.0031880080019279,0.0442336110267496,0.0356107276811095,"Car2/Kitl/Mef2c/Csf1/Sh3pxd2a/Stat1/Stat3/Rarg/Rbp1/Cebpb/Mturn/B2m/Psen2/Jak3/L3mbtl3/Inhba/Exoc6/Dll1/Klf10/Mitf/Tmod3/Zfp36/Tnfsf9/Trf/Sfrp1/Gpr183/Lif/Gpr171/Cd74/Sox6/Bmp4/Zfp36l1/Epha2",33
"GO:1903670","BP","GO:1903670","regulation of sprouting angiogenesis","10/1031","75/21306",0.0032083855557485,0.0442594877802155,0.0356315600300757,"Fgf2/Rhoj/E2f2/Hmox1/Jcad/Dll1/Ptgs2/Adamts9/Anxa1/Sema6a",10
"GO:0051208","BP","GO:0051208","sequestering of calcium ion","13/1031","113/21306",0.00321489580356433,0.0442594877802155,0.0356315600300757,"Fgf2/Pde4d/Gstm7/Nol3/Anxa6/Dbi/Drd1/Atp7b/Cxcl10/Mettl21c/Thy1/Jsrp1/F2rl3",13
