"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050667","GO:0050667","homocysteine metabolic process","3/509","14/21306",0.00405405520104934,0.0420077338927779,0.0322901940574807,"Cth/Tst/Mpst",3
"GO:2001279","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","3/509","14/21306",0.00405405520104934,0.0420077338927779,0.0322901940574807,"Ptgs2/Cd74/Anxa1",3
"GO:0001659","GO:0001659","temperature homeostasis","11/509","180/21306",0.00411345894641252,0.0423213101197278,0.0325312315113426,"Ptgs2/Cebpb/Hadh/Oma1/Acot11/Gja1/Grb10/Stat3/Adamts5/Aldh1a1/Scd1",11
"GO:0045088","GO:0045088","regulation of innate immune response","11/509","180/21306",0.00411345894641252,0.0423213101197278,0.0325312315113426,"Nmi/Serping1/A2m/Apoe/Pycard/Irgm1/Irf1/Parp14/Parp9/Tap1/Cd74",11
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","8/509","107/21306",0.00415478547704824,0.0423213101197278,0.0325312315113426,"Stat1/Csf1/Kitl/Lif/Stat3/Inhba/Zfp36l1/Cd74",8
"GO:0050709","GO:0050709","negative regulation of protein secretion","8/509","107/21306",0.00415478547704824,0.0423213101197278,0.0325312315113426,"Klf7/Anxa5/Hadh/Apoe/Sfrp1/Rab11fip1/Anxa1/Il33",8
"GO:0032675","GO:0032675","regulation of interleukin-6 production","10/509","155/21306",0.004170281944227,0.0423213101197278,0.0325312315113426,"Arid5a/Cebpb/Ddx58/Tnfrsf1a/Pycard/Tlr3/Stat3/Zbtb20/Cd74/Il33",10
"GO:0050728","GO:0050728","negative regulation of inflammatory response","10/509","155/21306",0.004170281944227,0.0423213101197278,0.0325312315113426,"Cd44/Ptgis/Tnfrsf1a/Apoe/Zfp36/Pycard/Ldlr/Uaca/Socs3/Ier3",10
"GO:0030224","GO:0030224","monocyte differentiation","4/509","28/21306",0.00418156327010178,0.0423213101197278,0.0325312315113426,"Csf1/Mef2c/Zfp36l1/Cd74",4
"GO:0051560","GO:0051560","mitochondrial calcium ion homeostasis","4/509","28/21306",0.00418156327010178,0.0423213101197278,0.0325312315113426,"Tgm2/Mcub/Nol3/Anxa6",4
"GO:0060039","GO:0060039","pericardium development","4/509","28/21306",0.00418156327010178,0.0423213101197278,0.0325312315113426,"Rxra/Bmp2/Pdpn/Ccm2",4
"GO:1903131","GO:1903131","mononuclear cell differentiation","4/509","28/21306",0.00418156327010178,0.0423213101197278,0.0325312315113426,"Csf1/Mef2c/Zfp36l1/Cd74",4
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","7/509","85/21306",0.00423045848422467,0.042716833696858,0.0328352596479815,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0008217","GO:0008217","regulation of blood pressure","12/509","207/21306",0.00426610507658882,0.0428123731105457,0.0329086981775625,"Ptgs2/F11r/Atp1a2/Cacna1b/Slc4a5/Adm/Gja1/Hmox1/Ephx2/Adra1a/Ier3/Acta2",12
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","12/509","207/21306",0.00426610507658882,0.0428123731105457,0.0329086981775625,"Rxra/Ncoa3/Ptgis/Ddx58/Dhrs3/Zc3hav1/Sfrp1/Rarb/Stat3/Foxh1/Rarg/Pim1",12
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","9/509","131/21306",0.00426943242876306,0.0428123731105457,0.0329086981775625,"Cebpb/Csf1/Mitf/Kitl/Sfrp1/Rbp1/Lif/Zfp36l1/Cd74",9
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","18/509","376/21306",0.00432248088980152,0.0432446823733706,0.0332410024628899,"Mettl21c/Dbi/Atp1a2/Tgm2/Fgf2/Gpr157/Cxcl10/Fzd9/Adm/Gja1/Jak3/F2rl3/Nol3/Adra1a/Lpar6/Ccr9/Nmur2/Trpc7",18
"GO:0008360","GO:0008360","regulation of cell shape","10/509","156/21306",0.00436360403848567,0.0435559742557102,0.0334802840036394,"F11r/Arhgap15/Fblim1/Pdpn/Prag1/Icam1/Ccl2/Slc9a3r1/Rhoj/Anxa1",10
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","15/509","290/21306",0.00439302238921832,0.0436493914106806,0.033552091211093,"Stat1/Nmi/Serping1/Ddx58/Zc3hav1/A2m/Apoe/Pycard/Htra1/Irgm1/Irf1/Parp14/Parp9/Tap1/Cd74",15
"GO:0007162","GO:0007162","negative regulation of cell adhesion","15/509","290/21306",0.00439302238921832,0.0436493914106806,0.033552091211093,"Cd44/Bmp2/Cebpb/Spint2/Jak3/Cdh1/Mmp14/Nf2/Irf1/Hfe/Spock1/Enpp2/Dact2/Cd74/Anxa1",15
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","13/509","235/21306",0.00445449877641031,0.0441594047265095,0.0339441244729216,"Frzb/Sox2/Fgf2/Foxo1/Wls/Fzd9/Apoe/Lgr5/Sfrp1/Cdh1/Ppp2r3a/Shisa6/Slc9a3r1",13
"GO:0034308","GO:0034308","primary alcohol metabolic process","6/509","65/21306",0.00453174571845668,0.0448230849243716,0.0344542772565917,"Bmp2/Rpe65/Dhrs3/H6pd/Rbp1/Aldh1a1",6
"GO:0001558","GO:0001558","regulation of cell growth","20/509","438/21306",0.00459220146993,0.0453180516941845,0.0348347446507639,"Igfbp5/Frzb/Cd44/Ncoa3/L1cam/Cth/Sema3d/Igfbp7/Apoe/Gja1/Socs2/Sfrp1/Osgin1/Mmp14/Cryab/Nf2/Slit3/Pttg1/Inhba/Sema5b",20
"GO:0045446","GO:0045446","endothelial cell differentiation","8/509","109/21306",0.00464769296946463,0.0456539899759736,0.0350929712034743,"F11r/Pdpn/Tnfrsf1a/Cnmd/Icam1/Ccm2/S1pr3/Wnt7b",8
"GO:0060537","GO:0060537","muscle tissue development","21/509","469/21306",0.00466188843797853,0.0456539899759736,0.0350929712034743,"Mettl21c/Igfbp5/Atf3/Rxra/Bmp2/Eya2/Fgf2/Adamts9/Nupr1/Gja1/Egr2/Rarb/Adra1a/Pmp22/Mef2c/Foxh1/Maff/Myh11/Rcan1/Pim1/Megf10",21
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","5/509","46/21306",0.00466820439781899,0.0456539899759736,0.0350929712034743,"Ptgs2/Ptgis/Cd74/Anxa1/Scd1",5
"GO:0089718","GO:0089718","amino acid import across plasma membrane","5/509","46/21306",0.00466820439781899,0.0456539899759736,0.0350929712034743,"Slc7a11/Slc7a2/Slc7a8/Slc47a1/Slc1a1",5
"GO:0045926","GO:0045926","negative regulation of growth","14/509","264/21306",0.00468837807477153,0.0457484784336451,0.0351656018919611,"Igfbp5/Frzb/Cth/Sema3d/Gja1/Socs2/Sfrp1/Osgin1/Cryab/Nf2/Slit3/Wwc1/Inhba/Sema5b",14
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","4/509","29/21306",0.00476040207252688,0.0461409127386124,0.0354672553897325,"Ptgs2/Ptgis/Cd74/Anxa1",4
"GO:0003416","GO:0003416","endochondral bone growth","4/509","29/21306",0.00476040207252688,0.0461409127386124,0.0354672553897325,"Ddr2/Rarb/Anxa6/Rarg",4
"GO:0046457","GO:0046457","prostanoid biosynthetic process","4/509","29/21306",0.00476040207252688,0.0461409127386124,0.0354672553897325,"Ptgs2/Ptgis/Cd74/Anxa1",4
"GO:0050866","GO:0050866","negative regulation of cell activation","12/509","210/21306",0.00478029066596432,0.0462307221739483,0.0355362894419523,"Cd44/Cebpb/Apoe/Axl/Sfrp1/Jak3/Hmox1/Ldlr/Irf1/Hfe/Cd74/Anxa1",12
"GO:0051604","GO:0051604","protein maturation","15/509","293/21306",0.00482498565219385,0.0463947625671989,0.0356623827976389,"Cpxm1/Mme/Ctss/F3/Oma1/Dhcr24/Pycard/Nol3/Cdh1/Mmp14/Aph1b/Aph1c/Apoh/Dhh/Ccbe1",15
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","11/509","184/21306",0.00484835482584913,0.0463947625671989,0.0356623827976389,"Steap3/Atf3/Nacc2/Nupr1/Pycard/Timp3/Sfrp1/Jak3/Slc9a3r1/Inhba/Trps1",11
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","9/509","134/21306",0.00495028155521301,0.0463947625671989,0.0356623827976389,"B2m/Gzmm/Ccl2/H2-K1/Tap1/H2-D1/H2-Q4/H2-Q6/H2-Q7",9
"GO:0015693","GO:0015693","magnesium ion transport","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Mmgt2/Kcnj2/Nipal2",3
"GO:0016114","GO:0016114","terpenoid biosynthetic process","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Rpe65/Rbp1/Aldh1a1",3
"GO:0030449","GO:0030449","regulation of complement activation","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Cfh/Serping1/A2m",3
"GO:0032276","GO:0032276","regulation of gonadotropin secretion","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Npvf/Gja1/Inhba",3
"GO:0034433","GO:0034433","steroid esterification","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Apoe/Stard4/Scd1",3
"GO:0034434","GO:0034434","sterol esterification","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Apoe/Stard4/Scd1",3
"GO:0034435","GO:0034435","cholesterol esterification","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Apoe/Stard4/Scd1",3
"GO:0035330","GO:0035330","regulation of hippo signaling","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Ajuba/Nf2/Wwc1",3
"GO:0042159","GO:0042159","lipoprotein catabolic process","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Apoe/Abhd17c/Ldlr",3
"GO:0060330","GO:0060330","regulation of response to interferon-gamma","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Irgm1/Parp14/Parp9",3
"GO:0060334","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Irgm1/Parp14/Parp9",3
"GO:0060442","GO:0060442","branching involved in prostate gland morphogenesis","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Rxra/Cd44/Sfrp1",3
"GO:0071360","GO:0071360","cellular response to exogenous dsRNA","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Ddx58/Zc3hav1/Tlr3",3
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","3/509","15/21306",0.0049784821045225,0.0463947625671989,0.0356623827976389,"Steap3/Cd44/Cd74",3
"GO:0031960","GO:0031960","response to corticosteroid","7/509","88/21306",0.00512022023335486,0.0473398889930276,0.0363888755852945,"Mettl21c/Rxra/Alpl/Zfp36/Aldh3a1/Zfp36l1/Anxa1",7
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","7/509","88/21306",0.00512022023335486,0.0473398889930276,0.0363888755852945,"Ptgs2/Tnfrsf1a/Bag3/Cdh1/Uaca/Lif/Parp9",7
"GO:0003179","GO:0003179","heart valve morphogenesis","5/509","47/21306",0.00512341169938327,0.0473398889930276,0.0363888755852945,"Bmp2/Ccn1/Adamts9/Slit3/Mef2c",5
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","5/509","47/21306",0.00512341169938327,0.0473398889930276,0.0363888755852945,"Cd44/Jak3/Irf1/Cd74/Anxa1",5
"GO:0030218","GO:0030218","erythrocyte differentiation","9/509","135/21306",0.00519502124050798,0.0478222072098039,0.03675962038331,"Stat1/B2m/Zfp36/Jak3/Tmod3/Stat3/Inhba/Zfp36l1/Exoc6",9
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","10/509","160/21306",0.00520857679628839,0.0478222072098039,0.03675962038331,"Arid5a/Fzd5/B2m/Ddx58/Tlr3/Jak3/Hmox1/Hfe/Cd74/Il33",10
"GO:0007601","GO:0007601","visual perception","10/509","160/21306",0.00520857679628839,0.0478222072098039,0.03675962038331,"Cfh/Rpe65/Wfs1/Crybb2/Hsf4/Gja3/Mfrp/Ngb/Crygs/Sema5b",10
"GO:1903034","GO:1903034","regulation of response to wounding","11/509","186/21306",0.00525289050654191,0.0481275357567798,0.0369943180715572,"F11r/Serping1/Anxa5/Fgf2/Pdpn/Apoe/Gja1/Ccl2/Apoh/Anxa1/Acta2",11
"GO:0045137","GO:0045137","development of primary sexual characteristics","13/509","240/21306",0.00530312959169067,0.0484857562668861,0.0372696723626558,"Cebpb/Ptx3/Ntrk1/Lhb/Nupr1/Gja1/Kitl/Sfrp1/Icam1/Inhba/Lhfpl2/Dhh/Adamts1",13
"GO:0001945","GO:0001945","lymph vessel development","4/509","30/21306",0.0053907062806014,0.0489777739732303,0.037647872892542,"Ptpn14/Epha2/Pdpn/Ccbe1",4
"GO:0002724","GO:0002724","regulation of T cell cytokine production","4/509","30/21306",0.0053907062806014,0.0489777739732303,0.037647872892542,"Arid5a/Fzd5/B2m/Hfe",4
"GO:0071711","GO:0071711","basement membrane organization","4/509","30/21306",0.0053907062806014,0.0489777739732303,0.037647872892542,"Ctss/Spint2/Col4a1/Pmp22",4
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","19/509","415/21306",0.00549812518625403,0.0498496683553699,0.0383180742147265,"Ddr2/Ncoa3/Ptgis/Ntrk1/Cth/Ddx58/Wfs1/Nupr1/Pycard/Tlr3/Hmox1/Icam1/Trim25/Stat3/Card14/Cys1/Foxh1/Pim1/Eif2ak2",19
